ID_TREN,CURP,HORA_INICIO,HORA_FIN,FECHA,TURNO
201,ZVVD253196HVUELJBP,18:01,00:04,20/04/2023,N
202,UEYL854278HVVZPHG1,18:07,00:09,02/11/2022,N
203,DIMV080527HSUTWAN5,18:01,00:08,03/02/2022,N
204,AESX429195HVLJNY33,18:04,00:03,03/02/2022,N
205,IKYA517498MZCEGY70,18:01,00:04,07/10/2022,N
206,MHWJ207828MKKUFMDV,18:09,00:04,12/03/2023,N
207,DVTB574444HUSUGHO9,18:09,00:03,28/01/2022,N
208,PKCS935591MWYUNG7Q,18:08,00:06,10/05/2022,N
209,LXGG769409MJJPXEN3,18:05,00:00,17/01/2023,N
210,CCDG587885HHXUSF7O,18:01,00:06,25/11/2022,N
211,JYBZ477355MSGQTJV5,18:01,00:09,10/02/2023,N
212,BCHE428508MWZXVQB1,18:01,00:04,07/01/2022,N
213,AYZZ565156HMGDVYVY,18:04,00:00,16/07/2022,N
214,ZDUS911681MOAFPQ7N,18:00,00:09,22/09/2022,N
215,CJOC440697HUDDXKU8,18:04,00:08,08/03/2022,N
216,YBIG120523HTHRKIJW,18:08,00:08,11/01/2022,N
217,PGDN138972MMQPKJQ5,18:05,00:07,02/04/2023,N
218,JRSN750582HJCUNHE4,18:00,00:08,19/09/2022,N
219,DCWI927450MUVHYM9Y,18:09,00:01,31/07/2022,N
220,EBFG971245MFJVUJ1E,18:05,00:06,15/10/2022,N
221,PUDC087761HJLPEQ43,18:02,00:09,01/04/2023,N
222,XTDG732015MYMTFCRX,18:05,00:07,25/01/2023,N
223,JLKE412845HTRZZMA9,18:01,00:07,04/09/2022,N
224,SIMK391880HEXUWTGG,18:09,00:02,11/04/2023,N
225,HRFX079624HISUEUDV,18:00,00:01,21/01/2023,N
226,HKNX132206MEFTMK72,18:07,00:05,10/03/2022,N
227,GYKE895065HKQQNNH6,18:01,00:04,03/04/2022,N
228,FEHU247680MGXRSE97,18:02,00:01,23/02/2023,N
229,PJMF080337HLYRMTU2,18:00,00:03,21/05/2022,N
230,THNO188509HKIFEHQ6,18:04,00:00,01/02/2022,N
231,YKNA129614HSXIKI7K,18:03,00:05,01/10/2022,N
232,TFKC559221MSVZHE30,18:03,00:06,09/02/2023,N
233,WUKV208480HIYOXW34,18:00,00:09,07/07/2022,N
234,MRNT051446HYCBAMP5,18:07,00:02,14/04/2022,N
235,ZTTE908957MOOKVPL1,18:03,00:03,17/05/2023,N
236,RBQC660561HPGNCMDM,18:09,00:02,23/02/2023,N
237,PYLN022880MXDUHYKG,18:05,00:09,03/12/2022,N
238,PKSM115463MAEAIB8R,18:07,00:03,21/02/2023,N
239,GIUY809820MUHUIC6B,18:00,00:02,05/07/2022,N
240,OREE415310HXZMPXE0,18:03,00:07,21/04/2022,N
241,FPAC159233HTTCZB5H,18:09,00:02,23/11/2022,N
242,POZA765594HZPDJVLX,18:05,00:05,27/08/2022,N
243,LIJP894182HDFWXY9A,18:08,00:04,12/03/2022,N
244,SJDT739130HUHWOFOG,18:07,00:03,31/03/2022,N
245,JQKI199830HPDBOYWE,18:04,00:08,30/04/2023,N
246,XPTI572112MHLYHJVO,18:02,00:08,24/05/2022,N
247,NFXC423018MVLOWFJX,18:06,00:06,21/01/2022,N
248,MEZE497121HTMOUE3Q,18:02,00:00,11/12/2022,N
249,LFSY630354MDVQORH9,18:01,00:06,09/06/2022,N
250,ZJHG617100MLZMGWPU,18:04,00:06,15/01/2022,N
251,QJWW457612MUPQFT6Y,18:02,00:02,26/01/2023,N
252,KIMA193326HXXOLJ2O,18:01,00:05,27/02/2022,N
253,USLI006672MCJURRNE,18:03,00:04,11/03/2023,N
254,GUCQ119389MMKXCVRF,18:08,00:08,26/03/2022,N
255,QAWV552115HLWXDH16,18:05,00:09,27/04/2023,N
256,AYVC783855HIDHFY7E,18:05,00:00,05/05/2022,N
257,QCZK338437MFRHKQL4,18:04,00:00,21/12/2022,N
258,XYAI549192HHENYP04,18:09,00:00,10/04/2023,N
259,GBJS778311MZASSR41,18:07,00:05,02/01/2023,N
260,QEDY931591HAXGBN90,18:08,00:04,29/06/2022,N
261,UGTV466497MWNJNGM1,18:08,00:02,20/03/2023,N
262,MZDE058685HFVGCL5W,18:08,00:03,28/05/2022,N
263,LOJE218150HWRLTISZ,18:01,00:02,29/08/2022,N
264,QEEA988884MNXRAU4U,18:03,00:07,13/11/2022,N
265,ZPLF822296HKPGTXH1,18:02,00:08,21/01/2023,N
266,GHIE082982MDJNUS42,18:07,00:02,18/01/2023,N
267,GVPX977914MYYBRYP2,18:01,00:05,19/01/2023,N
268,WWUT321571MAYCMS79,18:08,00:01,25/10/2022,N
269,LWKU550431MBYWFF14,18:03,00:05,19/05/2022,N
270,PTKM684164HIIICWR0,18:04,00:08,11/02/2022,N
271,WRZX139927HVKRAJ32,18:02,00:06,17/10/2022,N
272,QNNE014312HGSDZA9U,18:06,00:00,15/02/2022,N
273,XTYV526574MBVXKAT3,18:03,00:00,24/07/2022,N
274,FNUZ535581HYFYYFEL,18:04,00:08,15/03/2023,N
275,EKAY354170MIJXDAEW,18:09,00:09,13/02/2022,N
276,HMBI383255HOMRTK5O,18:01,00:07,29/01/2023,N
277,GCKL668400HCLQXL8Y,18:04,00:06,12/03/2022,N
278,YVJB334174HPGHIF25,18:05,00:08,27/02/2022,N
279,UBZO290509HTUHMXHH,18:09,00:01,29/10/2022,N
280,DNDI847362HEUGJENL,18:01,00:02,08/09/2022,N
281,TAJM678005HWPCTBOV,18:05,00:06,23/03/2023,N
282,PLKP033374MKRVWG9Z,18:09,00:09,07/08/2022,N
283,ZHEQ121227HXASPH8B,18:08,00:00,24/01/2023,N
284,IFBO891932MFTGRD9I,18:01,00:00,31/01/2023,N
285,YKLB099185MPESTV8P,18:01,00:07,11/06/2022,N
286,KTFD337040HLXDOB16,18:06,00:03,19/07/2022,N
287,HUUP092003MAAUJQ9S,18:08,00:00,26/03/2023,N
288,EOCU954800HYFOML7S,18:04,00:00,19/10/2022,N
289,ZOUI676751HANJAV37,18:04,00:03,23/02/2023,N
290,ZSGR174891HIZGGSVE,18:06,00:01,26/02/2022,N
291,CJMJ943399HDRXAPC7,18:03,00:02,05/05/2022,N
292,XXVS404539HCXIVAI9,18:02,00:01,17/01/2023,N
293,YKKT214478HDEWXMFO,18:09,00:05,18/05/2023,N
294,GDYG061194HGKHIG98,18:05,00:08,15/06/2022,N
295,TLMG979714MOKTMFQ7,18:02,00:03,26/07/2022,N
296,OGXY317664HFHZNPWK,18:08,00:02,16/01/2023,N
297,TCJW840704HOJFBAGX,18:03,00:05,11/05/2023,N
298,HNLB546879HVOXFHE7,18:03,00:05,16/12/2022,N
299,VMXY960272MXQJLK77,18:06,00:01,16/02/2022,N
300,HMFS078344HJLHRP4H,18:02,00:02,28/10/2022,N
301,MNHP636332MUQILWPU,18:06,00:05,11/05/2023,N
302,MYWK764016MTSCJG92,18:02,00:00,22/02/2023,N
303,SYKN545633HHAIDA5L,18:00,00:06,10/02/2022,N
304,HMNO615621MGQMGV9O,18:08,00:04,08/05/2023,N
305,MZIS130794MWDOMI2S,18:09,00:03,17/03/2023,N
306,HBVL557855MCDPOWU5,18:03,00:04,01/04/2023,N
307,LLTM222475MMHVWTB0,18:02,00:09,08/12/2022,N
308,EYYF828305MZXFYSZ1,18:08,00:07,20/09/2022,N
309,AINF427379MUXCADBH,18:05,00:07,28/01/2022,N
310,ENIA892312HFQOCKIS,18:07,00:07,10/09/2022,N
311,NXBY566376HVVLLS88,18:09,00:05,15/04/2022,N
312,RKOJ115284MGPOSXP7,18:09,00:04,18/05/2023,N
313,CDAU250435MGFAPTJ0,18:02,00:05,31/10/2022,N
314,CNOB565648HREDUVE5,18:05,00:00,05/09/2022,N
315,RWNT508570MKAIWE8D,18:01,00:05,29/05/2023,N
316,FJWR609988MWUDTIRC,18:00,00:06,22/10/2022,N
317,VFTW074198MMGEADLZ,18:06,00:05,06/02/2022,N
318,OTVE946674HHNBBIU6,18:01,00:01,25/09/2022,N
319,FMXZ939978MJAXDX1F,18:07,00:01,29/05/2022,N
320,QNRV862145MGXBRTF5,18:01,00:01,02/05/2023,N
321,LWZS688642MFHGCK56,18:05,00:05,12/04/2023,N
322,TOAL290261MJPMAHE7,18:03,00:03,24/02/2022,N
323,NILI301440MOQMFYVS,18:06,00:03,29/10/2022,N
324,QZRJ642690HWFGFBFC,18:06,00:00,02/12/2022,N
325,VALU240803MJEJBF03,18:08,00:08,03/06/2022,N
326,UZZI885955MHSRWU8L,18:08,00:09,24/05/2022,N
327,TIER607121HQQELD3P,18:08,00:08,27/03/2022,N
328,KIQX032686HCXOTVJ1,18:03,00:07,13/04/2023,N
329,DCZO356080HVUXVHR3,18:02,00:04,30/01/2023,N
330,ABBA169791MJBJHKTP,18:03,00:01,01/11/2022,N
331,VGLO392218MEVMJO7T,18:07,00:02,21/03/2022,N
332,OIVB112564MFPIPH4R,18:07,00:01,18/04/2023,N
333,CKIG203420MMEQWICU,18:06,00:07,23/02/2023,N
334,JNXG308047MZQVQV4N,18:07,00:03,14/02/2023,N
335,MVKL276727MHAZPEW5,18:09,00:01,17/07/2022,N
336,BVHR052736MWGAQCGW,18:06,00:01,20/08/2022,N
337,HRMC840239MRESVNL4,18:04,00:05,15/05/2023,N
338,PQYX220756HGGHQOB4,18:09,00:08,08/01/2022,N
339,RSTI034325HYGSYBX1,18:08,00:09,31/07/2022,N
340,VJXV038677HSSBMJ79,18:06,00:05,02/01/2022,N
341,XLJY631353MATZASWX,18:03,00:07,12/03/2023,N
342,VRVB120510HLNKMR03,18:04,00:00,02/01/2023,N
343,YLWA637361HAZFFGWP,18:04,00:07,02/02/2023,N
344,BOWV519380MRTDOP40,18:05,00:06,23/01/2023,N
345,FTUS665209MPTUGO1V,18:07,00:09,01/04/2022,N
346,DQMP543444HNWNKTB6,18:05,00:05,06/05/2023,N
347,NPXO946103MAPOXTIS,18:00,00:06,22/12/2022,N
348,KAKK991216HIRJHJM9,18:04,00:05,14/05/2023,N
349,YDQJ819020HVUHMWL1,18:01,00:00,20/09/2022,N
350,NVRZ509588MYRJAH67,18:02,00:03,06/06/2022,N
351,WFFX314129HBAFFXN6,18:03,00:03,22/01/2023,N
352,DQXX843519MCPXLOH2,18:08,00:05,26/07/2022,N
353,XPKT713416HDBNZM46,18:09,00:08,06/02/2022,N
354,WIKQ935281HUZWFZWZ,18:05,00:00,15/02/2022,N
355,DPIL342022MZLUHPKB,18:07,00:06,06/09/2022,N
356,CBIJ640173MHMYVC5O,18:03,00:01,04/02/2022,N
357,AHAM675136MBGMYOFC,18:08,00:09,30/04/2022,N
358,IBNF628138HLWTYOF8,18:04,00:06,18/11/2022,N
359,LOJH506913MFNNTA26,18:00,00:09,17/03/2023,N
360,QCXV126090MRBNCQ4I,18:07,00:09,05/01/2022,N
361,QMJS459752MZWXEPK8,18:00,00:04,06/08/2022,N
362,IGBO371950MMEZDKF6,18:01,00:06,23/10/2022,N
363,FSOW849549MEMHQWV8,18:02,00:04,05/02/2022,N
364,FHLP706003HFHHNX05,18:08,00:08,17/02/2023,N
365,CMDT081615HVNKKUS8,18:06,00:03,24/04/2022,N
366,KSOY152354MGOTPL6R,18:03,00:09,18/03/2022,N
367,BERO137225MNGWEDPW,18:05,00:01,05/02/2022,N
368,QOFA262350MGCAWGR2,18:04,00:03,21/02/2022,N
369,MYHR743858MTQLVZW8,18:04,00:01,08/03/2022,N
370,AHGK790961MWESRYGD,18:02,00:01,28/07/2022,N
371,DSZW667056HYTYWWGE,18:07,00:03,02/04/2022,N
372,NZVX317580HHWDEN0D,18:02,00:04,15/12/2022,N
373,KPPX844698HXARLM96,18:02,00:01,17/04/2023,N
374,WHRU365898HUPHML88,18:03,00:05,20/02/2023,N
375,OGRI221525MHANTX6Z,18:08,00:01,17/04/2022,N
376,RRAK139864HDJIZZQS,18:02,00:09,03/08/2022,N
377,KYJC735804MRLAPA70,18:01,00:03,30/03/2022,N
378,DFTH736360MAMHKB6S,18:05,00:07,11/08/2022,N
379,SBNR192826MWZKFR2M,18:05,00:06,18/07/2022,N
380,MSLY899431MESFWURW,18:09,00:06,03/07/2022,N
381,JZZN763669MKSPVYM3,18:00,00:01,05/11/2022,N
382,CUKX063603HTNNLK8O,18:03,00:00,14/02/2022,N
383,XQTB895323HWMMHJHB,18:07,00:01,29/04/2022,N
384,JVLP126970HSLXSHBI,18:07,00:07,18/03/2023,N
385,NGDC658676MHHZCUKK,18:07,00:05,17/12/2022,N
386,UKAI172316MVAGRC43,18:04,00:05,24/03/2023,N
387,QXXZ044404HSKPOWA2,18:06,00:00,02/10/2022,N
388,DAEK960760MXBMDY7I,18:01,00:06,22/05/2023,N
389,UXYB918502HCKDEC86,18:06,00:01,15/08/2022,N
390,TDJI398305HNJDNZXW,18:00,00:05,26/01/2023,N
1,EIEJ265679HBQIDSA0,05:04,12:03,08/01/2023,M
2,FRCO293210HDIJHTSN,05:03,12:05,16/03/2023,M
3,IZOF241399HAOCXQ5P,05:03,12:04,10/08/2022,M
4,CFTT955021HJGEHV78,05:00,12:06,12/10/2022,M
5,LSCR067728MYLTOAN5,05:08,12:02,28/02/2023,M
6,JYRK768314MQKNNXR1,05:06,12:08,08/10/2022,M
7,TEWO506862MDUWQK85,05:00,12:06,13/09/2022,M
8,TILG379177HBMJGR1H,05:02,12:03,20/10/2022,M
9,ETUK623575MVBGOP0Y,05:02,12:02,25/01/2023,M
10,OUVE299513MZVLHU10,05:09,12:07,13/08/2022,M
11,IIXJ605752HRKREKT8,05:09,12:01,23/08/2022,M
12,SPAO150578MOZKGG7M,05:09,12:06,20/09/2022,M
13,MQZO826689MZDWHZ56,05:02,12:01,04/10/2022,M
14,GZBC418354HZGUJEP0,05:07,12:07,20/02/2023,M
15,FGYP268808MAYBLFN7,05:01,12:05,06/07/2022,M
16,WFBN442671MJOBZA36,05:05,12:04,09/08/2022,M
17,RAOA856799HYLSTGKE,05:04,12:00,12/03/2023,M
18,SGAI356543HYWIZP77,05:08,12:08,21/03/2023,M
19,ORMU865383MFZZCJSN,05:03,12:01,16/08/2022,M
20,IBHL814331HNNAWKD5,05:03,12:05,16/09/2022,M
21,PDWL465119MFMTUEG6,05:07,12:00,10/03/2023,M
22,MSJB744884MDHWJVR0,05:08,12:03,05/09/2022,M
23,HUPH563254MMUPUSKH,05:09,12:08,24/09/2022,M
24,RLXH384689MTLJSVQR,05:08,12:07,27/08/2022,M
25,KHNR955341MBVTPXV5,05:07,12:01,02/03/2023,M
26,CWHD946763HZFWQLC9,05:01,12:06,19/05/2022,M
27,DVGT160027HNQFUJKH,05:04,12:08,05/10/2022,M
28,UBNI858561HOQFILDE,05:09,12:03,07/11/2022,M
29,SZDE819187HEGZUQK4,05:09,12:01,20/07/2022,M
30,FGYK773115HBAKNYH7,05:04,12:05,29/05/2022,M
31,DJGQ351926MXOJYYPA,05:07,12:09,22/11/2022,M
32,ZIZI591106MNCVFY8A,05:09,12:00,07/03/2023,M
33,EGWC957104MHRGOZV0,05:09,12:01,27/12/2022,M
34,GEFN159443HPJSUJ85,05:07,12:05,01/03/2023,M
35,OFLB575163HSTVEMW7,05:01,12:08,11/07/2022,M
36,CDCS194387HLDQHTE9,05:05,12:02,07/08/2022,M
37,ZTPT349348MLOHDXCV,05:00,12:01,05/12/2022,M
38,POLV997004HKHWNG8T,05:01,12:06,16/09/2022,M
39,GDIM580836HVKGSRG9,05:06,12:06,28/07/2022,M
40,CPUS558382HUYHDK33,05:03,12:06,05/07/2022,M
41,LRQL800377HENEFYDT,05:09,12:06,22/07/2022,M
42,BCEX041999HTCDYPL1,05:09,12:02,25/08/2022,M
43,JXLQ756166MMZVUWGK,05:03,12:01,04/08/2022,M
44,INHD361518MYESLZ17,05:09,12:05,01/03/2023,M
45,CEIF877522HKNYXRB3,05:01,12:09,16/06/2022,M
46,PYWQ665510MIRNRJ6U,05:03,12:06,28/11/2022,M
47,FMYU865506MTBZCO4S,05:09,12:03,21/03/2023,M
48,BOEI740692HZBAPM28,05:09,12:00,05/09/2022,M
49,GIWW858307HKUNDB34,05:00,12:04,07/12/2022,M
50,TAYY832814MTZQAV3Y,05:08,12:03,15/08/2022,M
51,CYYX132657HRQVZP76,05:00,12:05,28/03/2023,M
52,CNXO696869HULYBTJP,05:01,12:09,23/10/2022,M
53,VYJQ202344HWAGRKFT,05:09,12:01,08/02/2023,M
54,JUBP755926HKUGCLE2,05:05,12:00,15/06/2022,M
55,BJIA075369MBVNTOT5,05:07,12:09,20/08/2022,M
56,EONM310509HQZUPGX2,05:09,12:04,30/12/2022,M
57,AMZI218072MYSPOLA8,05:07,12:03,06/05/2022,M
58,VODX453896HERUXKF5,05:08,12:07,10/07/2022,M
59,FOWW085241HHHWXY1N,05:07,12:04,07/09/2022,M
60,PKZR751491HLNOVES1,05:00,12:02,27/08/2022,M
61,QEJI654334HKLTZNP6,05:01,12:03,17/10/2022,M
62,SKXV163826HGAEIN92,05:06,12:06,01/01/2023,M
63,LXOP133265HGBEJH3F,05:01,12:09,11/02/2023,M
64,BCBC974644MGQPGHQ0,05:00,12:06,14/02/2023,M
65,FTCO368558MIOHJY77,05:01,12:03,12/10/2022,M
66,DXRY238189MBHLAO59,05:08,12:05,25/02/2023,M
67,PVWW184703HYSGIA75,05:09,12:00,24/06/2022,M
68,AUID658055MFMAELW5,05:01,12:00,21/03/2023,M
69,QZGM106792HDTNYS7Q,05:08,12:06,17/07/2022,M
70,PHFA358178MZUHZAX7,05:09,12:02,09/03/2023,M
71,HORT452322MOVEQVP8,05:00,12:09,26/02/2023,M
72,BVJS791102HCPZDGJY,05:08,12:03,09/10/2022,M
73,YUGG486204MTNGOE1H,05:06,12:02,16/05/2022,M
74,RPYD566732MPCXWTC6,05:06,12:02,17/02/2023,M
75,RGQK927521MGTWDGU0,05:00,12:04,11/06/2022,M
76,JMBN775839HOECCE55,05:04,12:08,28/10/2022,M
77,WYPB896872MYOKCR7N,05:04,12:09,17/07/2022,M
78,DONU327577MWFNXDO3,05:07,12:06,08/03/2023,M
79,VPIF471261HTVJFT32,05:02,12:00,22/11/2022,M
80,HEDN380232MUCZAIJT,05:07,12:08,25/11/2022,M
81,RFRI491656HBCOUK9T,05:00,12:07,12/11/2022,M
82,MPPF143439HZDVQBN2,05:02,12:03,10/05/2022,M
83,SSWS053904MKMNBVZ6,05:06,12:08,24/07/2022,M
84,UTNS059317HOXJOQ90,05:05,12:01,10/09/2022,M
85,UAYK460143HKVZONNF,05:00,12:08,21/01/2023,M
86,NVQB315741HHVLKJ7A,05:01,12:05,01/06/2022,M
87,ULCP307344HSNUHKS6,05:02,12:03,17/03/2023,M
88,RMUT734027MVGFEX7G,05:02,12:05,30/05/2022,M
89,QUUN450649HTQMCQX2,05:06,12:02,07/02/2023,M
90,YETR902448MCRIKT8N,05:08,12:02,14/01/2023,M
91,EQCZ854236MVONYOL9,05:05,12:03,23/03/2023,M
92,YKSY139007MBVBSJA4,05:04,12:08,17/07/2022,M
93,APRQ802778MYACJHWF,05:04,12:08,31/05/2022,M
94,WPJC630217MCEFGN10,05:08,12:06,12/06/2022,M
95,UKZP112790HPACQQ5Z,05:04,12:08,30/12/2022,M
96,TSOP456518HXSOUMKU,05:02,12:02,17/01/2023,M
97,QYTT752289HVVPZM0Q,05:00,12:00,15/03/2023,M
98,LKTR269690HGGQOW27,05:06,12:04,14/05/2022,M
99,WPVS264330MDYFFH0N,05:08,12:01,24/08/2022,M
100,WDBK147148MSAARD2T,05:01,12:06,05/06/2022,M
101,WWOI187692HPQZSRXG,05:00,12:00,15/01/2023,M
102,IYFB477169HGYSYA55,05:04,12:08,16/05/2022,M
103,SPQV560477HDJOPW80,05:03,12:03,17/05/2022,M
104,HCBO390590HWATUS6G,05:03,12:07,01/01/2023,M
105,RVPV479172MJHEMVJ5,05:08,12:08,19/09/2022,M
106,AVWE915997HYYMWMM4,05:05,12:03,15/07/2022,M
107,FOQD880225MTZQXCB4,05:05,12:05,15/05/2022,M
108,TZXW424423HSSOAI45,05:01,12:03,10/07/2022,M
109,HQWR687078HYMUWL2R,05:00,12:03,02/02/2023,M
110,URDU551798MEHECR40,05:03,12:07,31/07/2022,M
111,DPYP896778MDPQPYQ5,05:06,12:00,22/08/2022,M
112,OSBN855059MFNKWS6L,05:08,12:08,15/09/2022,M
113,RJFA321602MNQJQP80,05:02,12:03,18/02/2023,M
114,MWXQ110407MZHZLL7I,05:09,12:01,07/09/2022,M
115,EHLV005483MZPRITMD,05:05,12:08,19/08/2022,M
116,RXPB911801HGAVDDY3,05:02,12:01,17/07/2022,M
117,OHLN848275MAKXPM35,05:07,12:04,10/03/2023,M
118,KJTT324123MCLXHL17,05:07,12:04,13/10/2022,M
119,PRJX001853MZTUZIR3,05:05,12:08,17/11/2022,M
120,JGZP577398MRDNDA63,05:09,12:05,17/03/2023,M
121,CKXN412650HWUAXB4T,05:09,12:09,14/02/2023,M
122,LEZK891188HXVHSUDY,05:03,12:07,02/03/2023,M
123,XHWK730380MWFGZT9P,05:00,12:00,28/07/2022,M
124,LJCQ767655HFTYFP43,05:00,12:09,14/08/2022,M
125,CMZW465831MXJELMYR,05:07,12:06,25/05/2022,M
126,VSOJ792824MOSLYXY4,05:01,12:04,16/07/2022,M
127,HJXP388596MGNPMIJ4,05:05,12:07,15/01/2023,M
128,RURR083650HXXBTELK,05:01,12:00,06/12/2022,M
129,YBDJ923288MWJPQS52,05:04,12:01,17/03/2023,M
130,DAYN766071MJCOTCQ5,05:00,12:07,23/05/2022,M
131,RPIW054679HWIPHD53,05:01,12:05,01/12/2022,M
132,ZYRA535305MEXZLKF7,05:08,12:07,22/10/2022,M
133,YFYI832655HZTJLX8O,05:00,12:06,28/07/2022,M
134,PBBU747393MLKKDNBP,05:06,12:10,08/11/2022,M
135,BWXA327327HKGCVNEJ,05:01,12:03,12/02/2023,M
136,DIQS098616HPMVOHDR,05:07,12:07,21/12/2022,M
137,BUOJ126464HQXHXBG6,05:08,12:03,27/07/2022,M
138,CQTF561497HILWVTI8,05:05,12:03,16/12/2022,M
139,QNST828181HAYMHY2E,05:09,12:00,08/02/2023,M
140,OTJH465898HIVPHPY3,05:04,12:07,04/03/2023,M
141,GONQ008851HAFFTE6E,05:08,12:01,10/05/2022,M
142,CXAO594838HGKJZW71,05:06,12:03,03/03/2023,M
143,RPJK254380MWIEQTU5,05:09,12:01,20/01/2023,M
144,SXEE455956MRYBTRJ5,05:05,12:06,12/10/2022,M
145,VZWA331474HNSYHGXF,05:06,12:04,19/03/2023,M
146,NVSX829036MCTHLMSE,05:04,12:08,24/01/2023,M
147,EFMJ501951MIBGDU9S,05:04,12:05,07/08/2022,M
148,YXHH190515MESMRG7D,05:09,12:01,30/03/2023,M
149,BIWJ132273MGNUFEPR,05:05,12:00,19/05/2022,M
150,ZQMT469439HFTJXCF5,05:04,12:07,20/08/2022,M
151,QYCM461984HDSCRDPD,05:00,12:03,31/12/2022,M
152,RQTK204745MZXRAK6M,05:03,12:09,04/08/2022,M
153,UPXE046929MYMFBWPD,05:09,12:02,15/10/2022,M
154,CXAT015735HTIRWVUB,05:03,12:03,03/04/2023,M
155,CYLS770504MHLCGQ7P,05:09,12:08,11/12/2022,M
156,OGBM576582MISQOA64,05:07,12:02,14/06/2022,M
157,OPBS062133HGDBZM51,05:01,12:06,06/05/2022,M
158,ZMGH158053MLZVJVOT,05:05,12:05,14/06/2022,M
159,RGTB314682HNEINC97,05:04,12:06,07/08/2022,M
160,VDPK693807MWLJHU1T,05:05,12:09,05/12/2022,M
161,WZWC112587HGEWOB1Z,05:09,12:07,16/02/2023,M
162,SEBF233657HWASGT6I,05:00,12:02,22/05/2022,M
163,XAZA122983MSXXVX37,05:07,12:04,02/07/2022,M
164,YFVB667159MWNHAO4T,05:05,12:04,13/12/2022,M
165,VLFQ887012MTQRBMP0,05:03,12:05,04/11/2022,M
166,BEBB724693MUBQTX3T,05:00,12:04,13/03/2023,M
167,NWQS575818HMZTVO02,05:08,12:00,02/04/2023,M
168,QLKB813075HFBFPDQ1,05:07,12:02,09/03/2023,M
169,HLWL707845HAOFCCY9,05:04,12:05,10/02/2023,M
170,TJIQ075046MSICOYV7,05:06,12:06,25/07/2022,M
171,MYTR625168HKVCJS88,05:08,12:02,04/10/2022,M
172,VUIQ612955MOFQGID7,05:02,12:09,28/07/2022,M
173,JXDM306676MCWFIDJ3,05:01,12:00,27/09/2022,M
174,AEKH804113HYVGZU2M,05:04,12:08,26/09/2022,M
175,AAMU783169MMJIMTTE,05:01,12:04,12/06/2022,M
176,TRNK258573HPTZXL38,05:08,12:03,19/07/2022,M
177,XKVT331143MKGDQRPJ,05:00,12:03,14/08/2022,M
178,DYPM518742HLRQYW3R,05:07,12:09,30/09/2022,M
179,XSCX938003MUFLKI71,05:03,12:04,06/11/2022,M
180,CGUO597998HBEKNJFZ,05:01,12:08,27/03/2023,M
181,KDOP967051HVAQFX0T,05:03,12:08,30/05/2022,M
182,BSQU652459MLPSWQLZ,05:08,12:08,19/11/2022,M
183,NHFZ358249HHBVGFJ5,05:01,12:07,06/02/2023,M
184,JENV628995MAGELOH0,05:04,12:09,24/09/2022,M
185,ZSCN997960HPFHPTA2,05:03,12:05,22/01/2023,M
186,WNVD908049HRYZOED7,05:04,12:00,06/05/2022,M
187,XEJY629264MIURROIR,05:06,12:05,22/07/2022,M
188,IKFW744268HFQNQA19,05:07,12:00,06/12/2022,M
189,EYMJ615783HWCIOCIF,05:02,12:09,17/12/2022,M
190,KHAM220491MEZJBI54,05:03,12:00,24/12/2022,M
191,FGZC634279HKKIHH6R,05:01,12:06,06/01/2023,M
192,NFWP386394MJTCIUWE,05:05,12:02,20/06/2022,M
193,JNFJ839202MYXNBJLI,05:08,12:09,13/12/2022,M
194,EVXA098507HCDKQPU3,05:07,12:05,23/05/2022,M
195,ATUM273607MMFJKK97,05:07,12:04,07/07/2022,M
196,CSBP713746HQLIFU51,05:02,12:06,29/10/2022,M
197,LPAX902804MABVAR5J,05:05,12:03,29/10/2022,M
198,GQSR839277MSAYRM6L,05:05,12:06,28/08/2022,M
199,FRLO950428MWJROCV0,05:02,12:09,15/11/2022,M
200,IAXM794976HHWWXX5W,05:03,12:04,18/11/2022,M
201,TYTN877356HAUMWQ28,05:04,12:02,29/03/2023,M
202,AQKX975460HBJRPUTG,05:05,12:05,22/02/2023,M
203,MLXK271223MUOYGDXI,05:02,12:07,28/11/2022,M
204,FAIZ817471HDHYVDWP,05:08,12:05,05/11/2022,M
205,MJNZ763683HMXNNT8Y,05:04,12:00,22/09/2022,M
206,SBAM245804HIZEPO92,05:09,12:04,27/06/2022,M
207,RCZY892696HPUEEJX3,05:07,12:07,11/06/2022,M
208,FGKR444750MTDZWBL0,05:05,12:05,19/12/2022,M
209,AJEB950991MGFGWQH6,05:08,12:02,12/06/2022,M
210,DGKO546353HRPDUX6E,05:03,12:03,31/05/2022,M
211,QITB424165HOTSHT9R,05:08,12:07,08/07/2022,M
212,ONXY793666HZPWPU7W,05:09,12:01,29/06/2022,M
213,OZOE943296HEXGADY6,05:01,12:06,02/03/2023,M
214,AORX920769MARYRJO9,05:03,12:08,17/03/2023,M
215,KEPQ494967MYHXJY9C,05:07,12:04,16/01/2023,M
216,ZHJX846305MYBWWSV9,05:05,12:10,15/02/2023,M
217,UNNY236626HJVCQJ9W,05:06,12:09,26/11/2022,M
218,IXSO234634MGCENN98,05:04,12:05,09/10/2022,M
219,NNPY432987MHUUHI3A,05:01,12:06,02/01/2023,M
220,UMKV986514MLXLQRH2,05:05,12:04,03/06/2022,M
221,AMSI596753MNTBQML4,05:08,12:01,28/03/2023,M
222,CPHK006558HWCJGA5T,05:04,12:07,31/10/2022,M
